X	Row.names	T8_LG_p_val	T8_LG_avg_logFC	T8_LG_pct.1	T8_LG_pct.2	T8_LG_p_val_adj	keggList..spu..	ID	gene_id	gene_short_name	cell_group	marker_score	mean_expression	fraction_expressing	specificity	pseudo_R2	marker_test_p_value	marker_test_q_value	V1	uniprot	u_ev	spurAcc	s_ev	spID02	sp_ecb	dmel	dmel_ev	cel_ID	cel_ev	cel_sym	HitAcc	HitDesc	E.Value
19894	LOC580332	0.040891949	0.55402489	0.435	0.304	1	leucine-rich repeats and immunoglobulin-like domains protein 3	spu:580332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17183	LOC575375	0.001600495	0.553304329	0.261	0.09	1	serine/threonine-protein kinase D3 isoform X1	spu:575375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26903	LOC754171	0.021825739	0.552216908	0.435	0.293	1	prosaposin	spu:754171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17091	LOC575207	6.77574e-4	0.551864883	0.652	0.434	1	C-terminal-binding protein 1 isoform X1	spu:575207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20190	LOC580923	1.45895e-4	0.551298616	0.957	0.679	1	RNA-binding motif protein, X chromosome isoform X1	spu:580923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
308	LOC100888204	0.022603802	0.551248138	0.304	0.157	1	uncharacterized protein LOC100888204 isoform X1	spu:100888204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24499	LOC590723	6.01e-6	0.550262826	0.304	0.072	0.131210346	nucleolar protein 10	spu:590723	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18571	LOC577887	1.46e-5	0.549469819	0.913	0.65	0.319654569	dnaJ homolog subfamily A member 2	spu:577887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25906	LOC593945	0.001147349	0.549388693	0.478	0.246	1	tax1-binding protein 1 homolog B	spu:593945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
981	LOC100889292	9.79e-9	0.54770965	0.261	0.038	2.1368e-4	HD domain-containing protein 2-like	spu:100889292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18811	LOC578329	4.82869e-4	0.547567586	0.652	0.385	1	E3 ubiquitin-protein ligase TRIP12	spu:578329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1752	LOC100890532	0.038782018	0.547499151	0.304	0.178	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21695	LOC584010	0.003843877	0.547283653	0.348	0.164	1	putative Polycomb group protein ASXL2 isoform X1	spu:584010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18651	LOC578026	0.022210843	0.546935567	0.261	0.127	1	GON-4-like protein	spu:578026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17971	LOC576820	5.76777e-4	0.546725605	0.348	0.131	1	la-related protein 6	spu:576820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20590	LOC581703	7.59374e-4	0.545740344	0.609	0.371	1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial	spu:581703	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24442	LOC590604	0.001181973	0.545679522	0.391	0.17	1	fatty acid hydroxylase domain-containing protein 2	spu:590604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25405	LOC592743	0.003509066	0.54375125	0.478	0.278	1	E3 ubiquitin-protein ligase HECTD1 isoform X1	spu:592743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20178	LOC580900	1.08626e-4	0.541757709	0.913	0.695	1	protein enhancer of sevenless 2B	spu:580900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4253	LOC105437158	0.005247011	0.541369302	0.304	0.132	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1101	LOC100889482	1.35e-5	0.541289168	0.304	0.077	0.293564393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18450	LOC577677	0.023421602	0.540969841	0.304	0.164	1	forkhead box protein P1 isoform X1	spu:577677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4374	LOC105437488	5.22264e-4	0.540911569	0.783	0.512	1	uncharacterized protein LOC105437488	spu:105437488	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19043	LOC578781	6.7726e-4	0.539897843	0.565	0.308	1	supervillin isoform X1	spu:578781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26832	LOC753950	4.34e-6	0.539791027	0.304	0.07	0.094622256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17329	LOC575659	3.06506e-4	0.539047793	0.826	0.613	1	la-related protein 1B	spu:575659	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26729	LOC753630	2.43491e-4	0.538638255	0.304	0.097	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21690	LOC584001	2.21e-5	0.53828914	0.348	0.099	0.481707623	mediator of RNA polymerase II transcription subunit 12 isoform X1	spu:584001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22554	LOC586089	0.003515494	0.537975665	0.304	0.127	1	28S ribosomal protein S26, mitochondrial	spu:586089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18829	LOC578356	3.94534e-4	0.537694657	0.348	0.125	1	apoptosis-stimulating of p53 protein 1 isoform X1	spu:578356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24938	LOC591744	3.46633e-4	0.537138987	0.435	0.185	1	PR domain zinc finger protein 10 isoform X1	spu:591744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22204	LOC585260	0.012751325	0.536508092	0.348	0.188	1	LOW QUALITY PROTEIN: transcriptional repressor protein YY1	spu:585260	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21826	LOC584338	0.004882595	0.535867037	0.565	0.372	1	LOW QUALITY PROTEIN: splicing regulatory glutamine/lysine-rich protein 1	spu:584338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18242	LOC577322	0.001737707	0.534591675	0.391	0.177	1	RRP15-like protein	spu:577322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25629	LOC593222	8.5e-5	0.534540146	0.957	0.944	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22440	LOC585814	0.012543065	0.53412641	0.261	0.115	1	centriole, cilia and spindle-associated protein isoform X2	spu:585814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3561	LOC100893545	3.94944e-4	0.533626895	0.435	0.189	1	sin3 histone deacetylase corepressor complex component SDS3 isoform X1	spu:100893545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21140	LOC582795	0.003973362	0.532719131	0.696	0.556	1	protein CASC1 isoform X1	spu:582795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2856	LOC100892343	0.036914573	0.532192706	0.304	0.178	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26875	LOC754092	0.004120113	0.53217448	0.348	0.164	1	kinesin-like protein KIF2A isoform X1	spu:754092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
559	LOC100888616	3.46307e-4	0.531417643	0.261	0.075	1	protein strawberry notch homolog 1	spu:100888616	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19867	LOC580278	6.32e-5	0.530598804	1	0.848	1	mRNA cap guanine-N7 methyltransferase isoform X2	spu:580278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22700	LOC586437	0.003086438	0.528878986	0.609	0.424	1	pygopus homolog 2	spu:586437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25116	LOC592111	0.030924476	0.528683277	0.304	0.169	1	uncharacterized protein LOC592111 isoform X1	spu:592111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
187	LOC100887999	8.41952e-4	0.528617562	0.304	0.11	1	uncharacterized protein LOC100887999	spu:100887999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24649	LOC591078	2.73e-5	0.527542231	0.957	0.693	0.596834048	uncharacterized protein LOC591078	spu:591078	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20160	LOC580859	0.001707362	0.527414137	0.478	0.25	1	hornerin isoform X1	spu:580859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22071	LOC584932	6e-5	0.526660181	0.391	0.131	1	glucoside xylosyltransferase 1 isoform X1	spu:584932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
963	LOC100889261	3.45187e-4	0.526218745	0.304	0.099	1	uncharacterized protein LOC100889261	spu:100889261	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19262	LOC579180	0.002329481	0.524146424	0.391	0.184	1	methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	spu:579180	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22080	LOC584954	0.008098684	0.524125242	0.522	0.349	1	cytochrome b-c1 complex subunit 2, mitochondrial	spu:584954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21834	LOC584359	1.00188e-4	0.524002355	0.826	0.492	1	chromatin assembly factor 1 subunit A isoform X3	spu:584359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
420	LOC100888387	4.37229e-4	0.523873785	0.391	0.158	1	uncharacterized protein LOC100888387 isoform X1	spu:100888387	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23593	LOC588637	0.003223537	0.523067217	0.348	0.152	1	E3 ubiquitin-protein ligase MARCH11	spu:588637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7051	LOC105444418	0.024104099	0.522992893	0.435	0.297	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23944	LOC589456	0.01290156	0.522810701	0.261	0.114	1	zeta-sarcoglycan	spu:589456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20560	LOC581644	4.32e-6	0.522623713	0.261	0.053	0.094352228	KRR1 small subunit processome component homolog	spu:581644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21708	LOC584036	3e-6	0.521557978	0.261	0.052	0.065574379	putative E3 ubiquitin-protein ligase UNKL isoform X1	spu:584036	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16621	LOC373418	3.19833e-4	0.52150221	1	0.868	1	ras-related protein ORAB-1 isoform X2	spu:373418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19563	LOC579727	9.16854e-4	0.520329374	0.304	0.107	1	probable ATP-dependent RNA helicase DDX31	spu:579727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17830	LOC576570	1.58e-6	0.519903164	0.565	0.199	0.034486654	ELAV-like protein 3 isoform X4	spu:576570	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19908	LOC580362	4.69931e-4	0.519087933	0.304	0.102	1	RNA polymerase II-associated factor 1 homolog	spu:580362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19536	LOC579681	0.01004197	0.518860452	0.391	0.216	1	UBX domain-containing protein 1	spu:579681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20202	LOC580943	2.79e-5	0.518858968	0.957	0.751	0.609320221	structural maintenance of chromosomes protein 1A	spu:580943	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19062	LOC578812	3.03346e-4	0.518392771	0.261	0.075	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19743	LOC580046	0.001790429	0.51831625	0.609	0.414	1	translocation protein SEC62	spu:580046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3745	LOC100893841	0.001051649	0.518278518	0.261	0.086	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25250	LOC592405	0.002013667	0.517898	0.304	0.119	1	pre-rRNA-processing protein TSR2 homolog	spu:592405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21750	LOC584144	6.27509e-4	0.517231503	0.348	0.13	1	DNA-directed RNA polymerase I subunit RPA34	spu:584144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23877	LOC589286	0.001131029	0.516708109	0.522	0.289	1	CD151 antigen	spu:589286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6	eif4a	0.014450568	0.516028134	0.478	0.307	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26527	LOC752889	0.122171471	0.515447602	0.304	0.203	1	ADP-ribosylation factor-like protein 3	spu:752889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24511	LOC590747	4.61e-5	0.514785366	0.304	0.084	1	U4/U6 small nuclear ribonucleoprotein Prp4	spu:590747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27353	LOC756386	3.58e-5	0.514670273	0.304	0.081	0.780255394	uncharacterized protein LOC756386	spu:756386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21642	LOC583876	0.009946532	0.514328645	0.304	0.14	1	LOW QUALITY PROTEIN: repressor of RNA polymerase III transcription MAF1 homolog	spu:583876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17659	LOC576243	1.32698e-4	0.514022968	0.565	0.277	1	LOW QUALITY PROTEIN: neurogenic protein mastermind	spu:576243	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22291	LOC585458	0.001026669	0.513674618	0.391	0.168	1	39S ribosomal protein L12, mitochondrial	spu:585458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27910	LOC763491	6.28758e-4	0.513590228	0.261	0.079	1	protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1	spu:763491	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24842	LOC591551	1.12757e-4	0.513480657	0.348	0.114	1	tRNA pseudouridine synthase A	spu:591551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17376	LOC575737	0.004295195	0.512875422	0.522	0.33	1	26S proteasome non-ATPase regulatory subunit 4	spu:575737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25744	LOC593535	0.009973925	0.512390796	0.609	0.447	1	transmembrane protein 59 isoform X1	spu:593535	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25149	LOC592188	0.013271638	0.511760384	0.261	0.117	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20002	LOC580534	0.001600625	0.510615295	0.304	0.114	1	partitioning defective 3 homolog isoform X1	spu:580534	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4360	LOC105437454	3.28314e-4	0.509578472	0.435	0.185	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25098	LOC592065	3.44347e-4	0.508932714	1	0.824	1	plasminogen activator inhibitor 1 RNA-binding protein isoform X1	spu:592065	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17617	LOC576173	0.001510391	0.508805882	0.304	0.113	1	fragile X mental retardation syndrome-related protein 1	spu:576173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20268	LOC581062	2.93577e-4	0.508379363	0.739	0.478	1	trinucleotide repeat-containing gene 6C protein isoform X1	spu:581062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21637	LOC583865	4.17934e-4	0.50834207	0.609	0.358	1	histone deacetylase complex subunit SAP30L	spu:583865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25839	LOC593785	8.42149e-4	0.508296263	0.391	0.164	1	islet cell autoantigen 1 isoform X1	spu:593785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25936	LOC594026	0.00262884	0.507516915	0.609	0.386	1	structural maintenance of chromosomes protein 3	spu:594026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7	GCF1	0.006448904	0.507452926	0.348	0.17	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16609	LOC373385	6.41108e-4	0.50706785	0.304	0.104	1	myc protein	spu:373385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17977	LOC576830	6.31708e-4	0.505934533	0.565	0.313	1	26S proteasome regulatory subunit 6A-B	spu:576830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6115	LOC105441897	0.007540697	0.503975864	0.348	0.168	1	protein piccolo-like	spu:105441897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23259	LOC587789	0.003465865	0.502712736	0.609	0.422	1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6	spu:587789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20391	LOC581297	0.074240004	0.50260237	0.435	0.31	1	prosaposin	spu:581297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27468	LOC756959	6.57e-5	0.502144228	0.391	0.129	1	calsyntenin-1	spu:756959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2057	LOC100891046	0.021170677	0.501685784	0.304	0.161	1	proline-rich receptor-like protein kinase PERK8	spu:100891046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24593	LOC590942	0.002284897	0.501456074	0.652	0.451	1	26S proteasome non-ATPase regulatory subunit 6	spu:590942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18423	LOC577635	8.07716e-4	0.501065427	0.739	0.59	1	eukaryotic translation initiation factor 4 gamma 2 isoform X1	spu:577635	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20313	LOC581150	0.02775607	0.500791267	0.304	0.172	1	RNA-binding protein 25 isoform X1	spu:581150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26148	LOC594644	8.14183e-4	0.500272261	0.261	0.083	1	serine/threonine-protein phosphatase 4 catalytic subunit isoform X2	spu:594644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22033	LOC584839	6.71e-6	0.499841711	1	0.977	0.146526843	ubiquitin isoform X1	spu:584839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20066	LOC580666	9.69e-5	0.499305619	0.304	0.088	1	28S ribosomal protein S11, mitochondrial	spu:580666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19564	LOC579728	7.55507e-4	0.499192968	0.435	0.192	1	uncharacterized protein LOC579728	spu:579728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16602	LOC373367	0.001157567	0.499155727	0.478	0.246	1	integrin beta G subunit	spu:373367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
