X	Row.names	p_val	avg_logFC	pct.1	pct.2	p_val_adj	keggList..spu..	ID	gene_id	gene_short_name	cell_group	marker_score	mean_expression	fraction_expressing	specificity	pseudo_R2	marker_test_p_value	marker_test_q_value	V1	uniprot	u_ev	spurAcc	s_ev	spID02	sp_ecb	dmel	dmel_ev	cel_ID	cel_ev	cel_sym	HitAcc	HitDesc	E.Value
25926	LOC594043	1.95e-15	0.722473144	0.887	0.803	4.26e-11	heterogeneous nuclear ribonucleoprotein H3 isoform X1	spu:594043	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18602	LOC577957	2.03e-11	0.720819667	0.662	0.437	4.43e-7	sarcolemmal membrane-associated protein isoform X1	spu:577957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21453	LOC583495	7.81507e-4	0.714513665	0.437	0.334	1	40S ribosomal protein S4	spu:583495	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19679	LOC579948	6.8e-15	0.711969632	0.887	0.784	1.48e-10	ubinuclein-2	spu:579948	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22018	LOC584837	5.89e-12	0.710429036	0.634	0.39	1.28e-7	histone lysine demethylase PHF8 isoform X1	spu:584837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23183	LOC587667	1.45e-10	0.709334337	0.662	0.48	3.16e-6	protein max isoform X1	spu:587667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
28377	wnt1	3.44e-24	0.697329887	0.366	0.068	7.51e-20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19168	LOC579031	7.59e-11	0.696296762	0.451	0.196	1.66e-6	probable ribonuclease ZC3H12C	spu:579031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18586	LOC577931	9.59e-21	0.696245	0.324	0.063	2.09e-16	uncharacterized protein LOC577931	spu:577931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16954	LOC574998	1.43e-19	0.69554945	0.958	0.811	3.13e-15	40S ribosomal protein S15	spu:574998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21770	LOC584232	5e-11	0.689073269	0.563	0.32	1.09e-6	structural maintenance of chromosomes protein 6 isoform X1	spu:584232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22457	LOC585895	7.15e-30	0.686373317	0.296	0.036	1.56e-25	paired mesoderm homeobox protein 2A	spu:585895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2338	LOC100891486	7.56e-14	0.686081182	0.746	0.47	1.65e-9	membrane magnesium transporter 1	spu:100891486	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
301	LOC100888193	3.62e-18	0.685136709	0.93	0.885	7.9e-14	uncharacterized protein LOC100888193	spu:100888193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23768	LOC589085	3.61e-10	0.685045267	0.718	0.564	7.88e-6	60S ribosomal protein L31	spu:589085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27302	LOC756235	8.92e-16	0.683191586	0.901	0.793	1.95e-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19042	LOC578794	1.09e-14	0.682603044	0.901	0.835	2.37e-10	40S ribosomal protein S27-like isoform X1	spu:578794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19435	LOC579520	1.03e-22	0.682303558	0.31	0.05	2.25e-18	actin-binding LIM protein 1 isoform X1	spu:579520	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24760	LOC591399	2.57e-9	0.681845	0.366	0.154	5.6e-5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27079	LOC755020	1.85e-10	0.676882615	0.69	0.465	4.05e-6	uncharacterized protein LOC755020 isoform X1	spu:755020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8107	LOC105447194	4.26e-29	0.675067656	1	0.991	9.29e-25	gamma-aminobutyric acid receptor-associated protein	spu:105447194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17506	LOC576005	9.34e-21	0.673716207	1	0.973	2.04e-16	voltage-dependent anion-selective channel protein 2	spu:576005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16477	LOC373183	2.98e-15	0.673315921	0.845	0.642	6.5e-11	40S ribosomal protein SA	spu:373183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27159	LOC755431	2.24e-12	0.671147617	0.577	0.31	4.88e-8	microtubule-associated protein futsch	spu:755431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22706	LOC586477	1.31e-17	0.667933985	0.944	0.782	2.86e-13	60S ribosomal protein L3	spu:586477	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18569	LOC577901	1.72e-12	0.667418497	0.676	0.439	3.75e-8	formin-binding protein 4	spu:577901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
165	LOC100887949	3.55e-12	0.666679494	0.521	0.244	7.74e-8	uncharacterized protein LOC100887949 isoform X1	spu:100887949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16885	LOC574860	2.17e-19	0.6664293	0.634	0.194	4.73e-15	serine/threonine-protein kinase B-raf	spu:574860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19410	LOC579470	6.9e-12	0.6646984	0.746	0.63	1.51e-7	lysine-specific demethylase 4A isoform X1	spu:579470	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19792	LOC580148	4.03e-19	0.663398966	1	0.832	8.8e-15	60S ribosomal protein L27a	spu:580148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
446	LOC100888437	4.32e-16	0.663074302	0.423	0.128	9.42e-12	uncharacterized protein LOC100888437	spu:100888437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3222	LOC100893012	1.31e-8	0.661581415	0.606	0.441	2.86905e-4	zinc finger protein 816	spu:100893012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21257	LOC583049	1.46e-29	0.660717398	0.423	0.066	3.18e-25	extracellular serine/threonine protein kinase FAM20C	spu:583049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
801	LOC100889016	9.37e-11	0.659450018	0.69	0.515	2.05e-6	protein PRRC2C	spu:100889016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19564	LOC579744	1.51e-21	0.654444315	1	0.974	3.3e-17	LOW QUALITY PROTEIN: histone H1.1	spu:579744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17	LOC100048987	9.14e-14	0.648728179	0.507	0.193	1.99e-9	dickkopf-1 precursor	spu:100048987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24730	LOC591328	1.5e-7	0.646456015	0.662	0.556	0.003282496	ATP synthase subunit d, mitochondrial	spu:591328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17638	LOC576229	4.15e-11	0.644325026	0.366	0.134	9.06e-7	coiled-coil domain-containing protein 171 isoform X1	spu:576229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17706	LOC576368	2.69e-12	0.644210241	0.873	0.821	5.88e-8	40S ribosomal protein S2	spu:576368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27949	LOC763682	4.92e-7	0.642411651	0.592	0.454	0.010747784	ankyrin repeat domain-containing protein 17 isoform X1	spu:763682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	COLP4alpha.1	3.04e-18	0.641892329	0.338	0.071	6.63e-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24490	LOC590740	8.64e-18	0.641579538	0.972	0.879	1.89e-13	40S ribosomal protein S12	spu:590740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1440	LOC100890040	8.96e-23	0.63884744	1	0.953	1.96e-18	lysosomal-associated transmembrane protein 4A	spu:100890040	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19646	LOC579897	1.45e-8	0.638567353	0.662	0.514	3.16484e-4	60S ribosomal protein L35a	spu:579897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22777	LOC586642	3.7e-14	0.637447532	0.775	0.527	8.07e-10	next to BRCA1 gene 1 protein	spu:586642	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23435	LOC588274	3.32e-8	0.635748134	0.746	0.681	7.23679e-4	eukaryotic translation initiation factor 4 gamma 3 isoform X1	spu:588274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19036	LOC578784	1.09e-21	0.634838924	0.986	0.969	2.38e-17	uncharacterized protein LOC578784 isoform X1	spu:578784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19159	LOC579019	6.12e-8	0.634460388	0.549	0.354	0.001334555	ubiquitin-40S ribosomal protein S27a	spu:579019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7540	LOC105445697	2.47e-13	0.633058714	0.38	0.126	5.4e-9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16516	LOC373243	2.31e-17	0.628370713	0.831	0.36	5.03e-13	zinc finger protein similar to Kruppel	spu:373243	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6358	LOC105442519	2.17e-9	0.625327898	0.592	0.377	4.74e-5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16801	LOC574702	1.59e-9	0.621346807	0.775	0.703	3.47e-5	CCR4-NOT transcription complex subunit 4 isoform X1	spu:574702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21506	LOC583611	5.55e-14	0.620528655	0.338	0.095	1.21e-9	arylsulfatase A isoform X2	spu:583611	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17007	LOC575088	2.15e-11	0.613981251	0.451	0.195	4.68e-7	CTP synthase 1	spu:575088	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24653	LOC591120	9.87e-8	0.612910457	0.662	0.577	0.002153172	ATPase WRNIP1	spu:591120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20468	LOC581481	6.08e-10	0.611219797	0.338	0.124	1.33e-5	PC-esterase domain-containing protein 1A	spu:581481	LOC105349033	homeobox protein 2	4	0.207976319035317	1.20995672734053	0.745398773006135	0.279013497965075	0.222975002244646	2.30250268655688e-93	9.15926358701579e-88	lcl|NW_011937398.1_cds_XP_019918194.1_35349	sp|Q9H1Q7|PED1A_HUMAN	1.1e-92	XP_030841298.1	1.2e-89	1752361319	ECB-GENE-23073384	FBgn0030940	1.01e-6	D2030.8.2	6.22e-33	D2030.8	XP_011456984.1	PREDICTED: homeobox protein 2 [Crassostrea gigas]XP_019918194.1 PREDICTED: homeobox protein 2 [Crassostrea gigas]XP_019918195.1 PREDICTED: homeobox protein 2 [Crassostrea gigas]XP_019918196.1 PREDICTED: homeobox protein 2 [Crassostrea gigas]	0
20468	LOC581481	6.08e-10	0.611219797	0.338	0.124	1.33e-5	PC-esterase domain-containing protein 1A	spu:581481	LOC105349033	homeobox protein 2	4	0.207976319035317	1.20995672734053	0.745398773006135	0.279013497965075	0.222975002244646	2.30250268655688e-93	9.15926358701579e-88	lcl|NW_011937398.1_cds_XP_019918195.1_35350	sp|Q9H1Q7|PED1A_HUMAN	1.1e-92	XP_030841298.1	1.2e-89	1752361319	ECB-GENE-23073384	FBgn0030940	1.01e-6	D2030.8.2	6.22e-33	D2030.8	XP_011456984.1	PREDICTED: homeobox protein 2 [Crassostrea gigas]XP_019918194.1 PREDICTED: homeobox protein 2 [Crassostrea gigas]XP_019918195.1 PREDICTED: homeobox protein 2 [Crassostrea gigas]XP_019918196.1 PREDICTED: homeobox protein 2 [Crassostrea gigas]	0
20468	LOC581481	6.08e-10	0.611219797	0.338	0.124	1.33e-5	PC-esterase domain-containing protein 1A	spu:581481	LOC105349033	homeobox protein 2	4	0.207976319035317	1.20995672734053	0.745398773006135	0.279013497965075	0.222975002244646	2.30250268655688e-93	9.15926358701579e-88	lcl|NW_011937398.1_cds_XP_019918196.1_35351	sp|Q9H1Q7|PED1A_HUMAN	1.1e-92	XP_030841298.1	1.2e-89	1752361319	ECB-GENE-23073384	FBgn0030940	1.01e-6	D2030.8.2	6.22e-33	D2030.8	XP_011456984.1	PREDICTED: homeobox protein 2 [Crassostrea gigas]XP_019918194.1 PREDICTED: homeobox protein 2 [Crassostrea gigas]XP_019918195.1 PREDICTED: homeobox protein 2 [Crassostrea gigas]XP_019918196.1 PREDICTED: homeobox protein 2 [Crassostrea gigas]	0
20468	LOC581481	6.08e-10	0.611219797	0.338	0.124	1.33e-5	PC-esterase domain-containing protein 1A	spu:581481	LOC105349033	homeobox protein 2	4	0.207976319035317	1.20995672734053	0.745398773006135	0.279013497965075	0.222975002244646	2.30250268655688e-93	9.15926358701579e-88	lcl|NW_011937398.1_cds_XP_011456984.1_35352	sp|Q9H1Q7|PED1A_HUMAN	1.1e-92	XP_030841298.1	1.2e-89	1752361319	ECB-GENE-23073384	FBgn0030940	1.01e-6	D2030.8.2	6.22e-33	D2030.8	XP_011456984.1	PREDICTED: homeobox protein 2 [Crassostrea gigas]XP_019918194.1 PREDICTED: homeobox protein 2 [Crassostrea gigas]XP_019918195.1 PREDICTED: homeobox protein 2 [Crassostrea gigas]XP_019918196.1 PREDICTED: homeobox protein 2 [Crassostrea gigas]	0
18174	LOC577224	6.59e-16	0.610948916	0.93	0.913	1.44e-11	CREB-binding protein isoform X5	spu:577224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20325	LOC581183	1.76e-12	0.610434829	0.873	0.784	3.84e-8	tetratricopeptide repeat protein 25 isoform X1	spu:581183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22571	LOC586167	2.73e-8	0.610268522	0.577	0.391	5.96458e-4	nucleolar protein dao-5 isoform X1	spu:586167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22820	LOC586739	4.08e-9	0.605553607	0.775	0.687	8.91e-5	E3 ubiquitin-protein ligase UHRF1 isoform X1	spu:586739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27471	LOC757058	1.42e-11	0.604643294	0.873	0.849	3.11e-7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22319	LOC585553	1.87e-18	0.604393538	0.958	0.873	4.09e-14	RNA-binding protein with serine-rich domain 1	spu:585553	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18993	LOC578691	9.65e-7	0.603744014	0.845	0.827	0.021056417	ras-responsive element-binding protein 1 isoform X2	spu:578691	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19724	LOC580021	1.35e-8	0.603027111	0.775	0.639	2.94843e-4	uncharacterized protein LOC580021	spu:580021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23574	LOC588637	1.93e-19	0.601716933	0.352	0.075	4.22e-15	E3 ubiquitin-protein ligase MARCH11	spu:588637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22851	LOC586809	6.19e-12	0.601168503	0.775	0.608	1.35e-7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3360	LOC100893240	1.12e-8	0.594179333	0.493	0.274	2.44761e-4	structural maintenance of chromosomes protein 6 isoform X1	spu:100893240	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19633	LOC579871	6.64e-18	0.59244363	0.986	0.952	1.45e-13	DNA-binding protein HEXBP isoform X1	spu:579871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16610	LOC373418	1.8e-16	0.589954827	0.972	0.947	3.93e-12	ras-related protein ORAB-1 isoform X2	spu:373418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21093	LOC582717	2.88e-12	0.589870155	0.887	0.762	6.28e-8	INO80 complex subunit D	spu:582717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19427	LOC579500	2.9e-8	0.589533638	0.507	0.306	6.33012e-4	F-actin-capping protein subunit beta	spu:579500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16597	LOC373382	5.72e-10	0.588363531	0.746	0.625	1.25e-5	mitochondrial ATP synthase alpha subunit precursor	spu:373382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22591	LOC586214	5.54e-12	0.58817487	0.817	0.678	1.21e-7	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial	spu:586214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23858	LOC589287	2.76e-5	0.587987501	0.592	0.51	0.601499504	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26334	LOC752350	3.4e-8	0.585990277	0.634	0.512	7.42233e-4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17965	LOC576833	2.46e-15	0.584368638	0.465	0.147	5.37e-11	LHFPL tetraspan subfamily member 2a protein	spu:576833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18952	LOC578600	2.59e-10	0.584318953	0.803	0.646	5.65e-6	serine/threonine-protein kinase WNK3	spu:578600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24638	LOC591088	1.23e-8	0.578163976	0.437	0.221	2.67909e-4	heat shock factor protein 1 isoform X1	spu:591088	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17967	LOC576835	8.99e-37	0.576757842	1	1	1.96e-32	insulin-like growth factor 2 mRNA-binding protein 1 isoform X1	spu:576835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22426	LOC585814	4.4e-7	0.576141268	0.577	0.445	0.009596294	centriole, cilia and spindle-associated protein isoform X2	spu:585814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21661	LOC583959	2.08e-6	0.575759614	0.577	0.45	0.045438245	cryptochrome-2 isoform X1	spu:583959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24990	LOC591869	2.3711e-4	0.574037382	0.507	0.417	1	protein phosphatase 1 regulatory subunit 12A isoform X1	spu:591869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7571	LOC105445781	1.22e-90	0.570866582	0.268	0.009	2.66e-86	uncharacterized protein LOC105445781	spu:105445781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2878	LOC100892388	1.72e-6	0.569423756	0.563	0.411	0.037629374	uncharacterized protein LOC100892388 isoform X2	spu:100892388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16953	LOC574996	1.72e-6	0.568942748	0.408	0.242	0.037573371	UPF0472 protein C16orf72 homolog	spu:574996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19385	LOC579421	9.42e-13	0.568472331	0.549	0.236	2.05e-8	multidrug resistance-associated protein 4 isoform X1	spu:579421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3613	LOC100893636	8.18e-11	0.567659683	0.873	0.8	1.78e-6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
28367	Nfe2	9.52e-5	0.566860146	0.493	0.376	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24590	LOC590968	4.26e-10	0.566852597	0.775	0.671	9.3e-6	ubiquitin-conjugating enzyme E2 N	spu:590968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2258	LOC100891364	2.38e-8	0.566808596	0.38	0.169	5.18991e-4	uncharacterized protein LOC100891364 isoform X1	spu:100891364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17369	LOC575742	7.29e-7	0.566491364	0.423	0.24	0.015911313	E3 ubiquitin-protein ligase HUWE1	spu:575742	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16985	LOC575056	9.97e-5	0.56317481	0.31	0.171	1	40S ribosomal protein S3a	spu:575056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
