X	Row.names	p_val	avg_logFC	pct.1	pct.2	p_val_adj	keggList..spu..	ID	X.1	gene_id	gene_short_name	cell_group	marker_score	mean_expression	fraction_expressing	specificity	pseudo_R2	marker_test_p_value	marker_test_q_value	V1	uniprot	u_ev	spurAcc	s_ev	spID02	sp_ecb	dmel	dmel_ev	cel_ID	cel_ev	cel_sym	HitAcc	HitDesc	E.Value
17949	LOC576841	6.69e-6	0.443299671	0.533	0.481	0.146010284	pre-mRNA-splicing factor CWC22 homolog	spu:576841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19696	LOC580012	3.97e-10	0.439926957	0.813	0.787	8.66e-6	dynein regulatory complex protein 9	spu:580012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22005	LOC584867	1.96e-9	0.438914635	0.607	0.513	4.27e-5	probable ATP-dependent RNA helicase DDX23 isoform X1	spu:584867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18302	LOC577477	3.22e-15	0.437584835	0.953	0.934	7.03e-11	serine/threonine-protein kinase Nek1 isoform X1	spu:577477	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16725	LOC574601	3.87e-9	0.437479006	0.561	0.441	8.44e-5	T-complex protein 1 subunit gamma	spu:574601	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5241	LOC105439677	6.29e-12	0.436215481	0.43	0.222	1.37e-7	snRNA-activating protein complex subunit 5-like	spu:105439677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25843	LOC593910	5.36e-8	0.435919794	0.636	0.576	0.001169023	complex I assembly factor TIMMDC1, mitochondrial	spu:593910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7319	LOC105445164	4.46e-12	0.435512358	0.822	0.788	9.72e-8	uncharacterized protein LOC105445164	spu:105445164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21124	LOC582833	4.78e-10	0.435094177	0.626	0.494	1.04e-5	titin	spu:582833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
602	LOC100888691	1.41e-10	0.434532349	0.85	0.878	3.08e-6	protein LKAAEAR1	spu:100888691	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
517	LOC100888549	3.82e-8	0.429468915	0.411	0.252	8.33724e-4	protein cramped-like	spu:100888549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26540	LOC753105	1.18e-9	0.428987245	0.374	0.194	2.58e-5	Bardet-Biedl syndrome 2 protein homolog	spu:753105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8221	LOC105447583	2.63e-13	0.428312424	0.393	0.174	5.74e-9	ribosomal RNA-processing protein 8-like	spu:105447583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22422	LOC585872	7.54e-9	0.42586502	0.57	0.469	1.6444e-4	60S ribosomal protein L26 isoform X1	spu:585872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25801	LOC593807	4.1e-36	0.425686797	1	1	8.96e-32	targeting protein for Xklp2 homolog isoform X1	spu:593807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18534	LOC577883	1.96e-27	0.4250007	0.299	0.051	4.27e-23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26104	LOC594653	3.69e-11	0.424920546	0.477	0.278	8.05e-7	transcriptional adapter 3	spu:594653	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19693	LOC580009	8.38e-8	0.42124219	0.486	0.351	0.001827762	TNF receptor-associated factor 6	spu:580009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16728	LOC574605	6.75e-19	0.421132651	0.972	0.973	1.47e-14	tubulin polyglutamylase TTLL11	spu:574605	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22313	LOC585590	1.37e-5	0.418960605	0.477	0.404	0.299209434	protein SDA1 homolog	spu:585590	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6343	LOC105442519	1.89e-7	0.41795495	0.421	0.287	0.004117938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17217	LOC575509	8.68e-10	0.417747055	0.495	0.323	1.89e-5	dynein regulatory complex protein 1	spu:575509	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22806	LOC586768	8.67e-8	0.415899063	0.495	0.355	0.001892267	39S ribosomal protein L43, mitochondrial	spu:586768	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26303	LOC752350	2.8e-8	0.415495977	0.514	0.383	6.11015e-4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25353	LOC592738	6.1e-15	0.414975947	0.355	0.129	1.33e-10	40S ribosomal protein S24	spu:592738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22490	LOC586030	8.63e-14	0.410893991	0.944	0.946	1.88e-9	cytochrome b-c1 complex subunit 7	spu:586030	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18972	LOC578693	1.19e-19	0.40798893	1	0.997	2.59e-15	lymphocyte-specific helicase	spu:578693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20555	LOC581703	1.6e-5	0.40684896	0.617	0.631	0.348131884	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial	spu:581703	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5177	LOC105439514	1.3e-13	0.404601037	0.346	0.131	2.83e-9	uncharacterized protein CG13380-like	spu:105439514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
295	LOC100888193	1.63e-8	0.404541873	0.813	0.864	3.56167e-4	uncharacterized protein LOC100888193	spu:100888193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22507	LOC586062	4.17e-8	0.403065153	0.533	0.419	9.09352e-4	septin-11	spu:586062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2869	LOC100892388	1.19e-7	0.403033516	0.682	0.644	0.002591137	uncharacterized protein LOC100892388 isoform X2	spu:100892388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22365	LOC585718	5.24e-20	0.402965482	0.299	0.072	1.14e-15	uncharacterized protein LOC585718 isoform X1	spu:585718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17166	LOC575412	5.39e-14	0.402096309	0.383	0.146	1.18e-9	zinc finger protein 503	spu:575412	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2794	LOC100892253	6.39e-12	0.40076760299999997	0.561	0.379	1.4e-7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25261	LOC592534	1.96e-13	0.400691845	0.972	0.96	4.27e-9	SAP domain-containing ribonucleoprotein	spu:592534	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
255	LOC100888130	1.15e-6	0.4003878	0.664	0.672	0.025017405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21994	LOC584837	1.4e-12	0.399232807	0.888	0.864	3.05e-8	histone lysine demethylase PHF8 isoform X1	spu:584837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3933	LOC105436394	7.72e-9	0.398419495	0.467	0.312	1.68413e-4	40S ribosomal protein S18	spu:105436394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17131	LOC575347	3.26e-30	0.398117496	1	1	7.12e-26	cytochrome c	spu:575347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19110	LOC578959	7.91e-12	0.397643773	0.495	0.287	1.73e-7	tetratricopeptide repeat protein 7B isoform X1	spu:578959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23382	LOC588193	9.17e-10	0.394697804	0.785	0.812	2e-5	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1	spu:588193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19734	LOC580085	4.98e-8	0.394361971	0.654	0.595	0.001087629	hyaluronan mediated motility receptor	spu:580085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23494	LOC588503	6.3e-49	0.394113928	1	1	1.38e-44	heterogeneous nuclear ribonucleoprotein R isoform X1	spu:588503	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18975	LOC578696	4.94e-8	0.392195559	0.533	0.398	0.00107752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22696	LOC586508	3.26e-7	0.391785206	0.617	0.602	0.007123679	cilia- and flagella-associated protein 53	spu:586508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7943	LOC105446793	1.17e-8	0.391624051	0.738	0.693	2.55724e-4	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4-like	spu:105446793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21120	LOC582823	7.24e-16	0.390623801	0.262	0.069	1.58e-11	60S ribosomal protein L10	spu:582823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24194	LOC590109	8.84e-15	0.390511273	0.981	0.991	1.93e-10	glutamate-rich protein 3 isoform X1	spu:590109	NA	LOC105344955	glutamate-rich protein 3	6	0.27665306347549	3.07008208270161	0.805914972273567	0.343278227844587	0.350527008484641	7.67570276381777e-135	3.05336385663565e-129	lcl|NW_011936982.1_cds_XP_011451192.1_29999	sp|Q5RHP9|ERIC3_HUMAN	1.83e-30	XP_011662051.2	6.87e-88	1752405177	ECB-GENE-23175966	NA	NA	F28C1.3c.1	5.55e-6	F28C1.3	XP_011451191.1	PREDICTED: glutamate-rich protein 3 isoform X8 [Crassostrea gigas]	0
24194	LOC590109	8.84e-15	0.390511273	0.981	0.991	1.93e-10	glutamate-rich protein 3 isoform X1	spu:590109	NA	LOC105344955	glutamate-rich protein 3	6	0.27665306347549	3.07008208270161	0.805914972273567	0.343278227844587	0.350527008484641	7.67570276381777e-135	3.05336385663565e-129	lcl|NW_011936982.1_cds_XP_011451191.1_30000	sp|Q5RHP9|ERIC3_HUMAN	1.85e-30	XP_011662051.2	1.51e-87	1752405177	ECB-GENE-23175966	NA	NA	F28C1.3c.1	5.65e-6	F28C1.3	XP_019929524.1	PREDICTED: serine/arginine repetitive matrix protein 2 isoform X7 [Crassostrea gigas]	0
24194	LOC590109	8.84e-15	0.390511273	0.981	0.991	1.93e-10	glutamate-rich protein 3 isoform X1	spu:590109	NA	LOC105344955	glutamate-rich protein 3	6	0.27665306347549	3.07008208270161	0.805914972273567	0.343278227844587	0.350527008484641	7.67570276381777e-135	3.05336385663565e-129	lcl|NW_011936982.1_cds_XP_019929524.1_30001	sp|Q5RHP9|ERIC3_HUMAN	1.44e-30	XP_011662051.2	9.7e-89	1752405177	ECB-GENE-23175966	NA	NA	F28C1.3c.1	5.81e-6	F28C1.3	XP_019929524.1	PREDICTED: serine/arginine repetitive matrix protein 2 isoform X7 [Crassostrea gigas]	0
24194	LOC590109	8.84e-15	0.390511273	0.981	0.991	1.93e-10	glutamate-rich protein 3 isoform X1	spu:590109	NA	LOC105344955	glutamate-rich protein 3	6	0.27665306347549	3.07008208270161	0.805914972273567	0.343278227844587	0.350527008484641	7.67570276381777e-135	3.05336385663565e-129	lcl|NW_011936982.1_cds_XP_019929523.1_30002	sp|Q5RHP9|ERIC3_HUMAN	7.24e-31	XP_011662051.2	8.4e-93	1752405177	ECB-GENE-23175966	NA	NA	NA	NA	NA	XP_019929523.1	PREDICTED: glutamate-rich protein 3 isoform X6 [Crassostrea gigas]	0
24194	LOC590109	8.84e-15	0.390511273	0.981	0.991	1.93e-10	glutamate-rich protein 3 isoform X1	spu:590109	NA	LOC105344955	glutamate-rich protein 3	6	0.27665306347549	3.07008208270161	0.805914972273567	0.343278227844587	0.350527008484641	7.67570276381777e-135	3.05336385663565e-129	lcl|NW_011936982.1_cds_XP_019929522.1_30003	sp|Q5RHP9|ERIC3_HUMAN	8.63e-31	XP_011662051.2	2.49e-97	1752405177	ECB-GENE-23175966	NA	NA	NA	NA	NA	XP_019929522.1	PREDICTED: glutamate-rich protein 3 isoform X4 [Crassostrea gigas]	0
24194	LOC590109	8.84e-15	0.390511273	0.981	0.991	1.93e-10	glutamate-rich protein 3 isoform X1	spu:590109	NA	LOC105344955	glutamate-rich protein 3	6	0.27665306347549	3.07008208270161	0.805914972273567	0.343278227844587	0.350527008484641	7.67570276381777e-135	3.05336385663565e-129	lcl|NW_011936982.1_cds_XP_011451187.1_30004	sp|Q5RHP9|ERIC3_HUMAN	1.43e-59	XP_011662051.2	1.32e-92	1752405177	ECB-GENE-23175966	NA	NA	NA	NA	NA	XP_011451187.1	PREDICTED: glutamate-rich protein 3 isoform X5 [Crassostrea gigas]	0
24194	LOC590109	8.84e-15	0.390511273	0.981	0.991	1.93e-10	glutamate-rich protein 3 isoform X1	spu:590109	NA	LOC105344955	glutamate-rich protein 3	6	0.27665306347549	3.07008208270161	0.805914972273567	0.343278227844587	0.350527008484641	7.67570276381777e-135	3.05336385663565e-129	lcl|NW_011936982.1_cds_XP_011451186.1_30005	sp|Q5RHP9|ERIC3_HUMAN	7.51e-31	XP_011662051.2	1.32e-92	1752405177	ECB-GENE-23175966	NA	NA	NA	NA	NA	XP_011451186.1	PREDICTED: glutamate-rich protein 3 isoform X3 [Crassostrea gigas]	0
24194	LOC590109	8.84e-15	0.390511273	0.981	0.991	1.93e-10	glutamate-rich protein 3 isoform X1	spu:590109	NA	LOC105344955	glutamate-rich protein 3	6	0.27665306347549	3.07008208270161	0.805914972273567	0.343278227844587	0.350527008484641	7.67570276381777e-135	3.05336385663565e-129	lcl|NW_011936982.1_cds_XP_011451185.1_30006	sp|Q5RHP9|ERIC3_HUMAN	1.07e-30	XP_011662051.2	1.29e-92	1752405177	ECB-GENE-23175966	NA	NA	NA	NA	NA	XP_011451185.1	PREDICTED: glutamate-rich protein 3 isoform X2 [Crassostrea gigas]	0
24194	LOC590109	8.84e-15	0.390511273	0.981	0.991	1.93e-10	glutamate-rich protein 3 isoform X1	spu:590109	NA	LOC105344955	glutamate-rich protein 3	6	0.27665306347549	3.07008208270161	0.805914972273567	0.343278227844587	0.350527008484641	7.67570276381777e-135	3.05336385663565e-129	lcl|NW_011936982.1_cds_XP_019929521.1_30007	sp|Q5RHP9|ERIC3_HUMAN	7.73e-31	XP_011662051.2	1.01e-92	1752405177	ECB-GENE-23175966	NA	NA	NA	NA	NA	XP_019929521.1	PREDICTED: glutamate-rich protein 3 isoform X1 [Crassostrea gigas]	0
26931	LOC754442	4.88e-9	0.390482245	0.804	0.813	1.06597e-4	parafibromin	spu:754442	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22402	LOC585814	8.17e-6	0.389978851	0.542	0.492	0.178374977	centriole, cilia and spindle-associated protein isoform X2	spu:585814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17941	LOC576830	9.61e-5	0.389194634	0.393	0.307	1	26S proteasome regulatory subunit 6A-B	spu:576830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18357	LOC577587	7.64e-7	0.38632584	0.598	0.546	0.016675471	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22826	LOC586809	5.2100000000000003e-08	0.385656659	0.626	0.554	0.001136364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17281	LOC575632	0.001795062	0.3851324	0.439	0.42	1	ribosome biogenesis regulatory protein homolog	spu:575632	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20831	LOC582197	4.09e-7	0.383873247	0.374	0.23	0.008920109	golgin subfamily A member 2	spu:582197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26482	LOC752896	6.33e-10	0.383658037	0.963	0.964	1.38e-5	chromobox protein homolog 1	spu:752896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24302	LOC590359	7.44e-16	0.383241639	0.991	0.977	1.62e-11	SNW domain-containing protein 1	spu:590359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20499	LOC581577	9.98e-6	0.383038913	0.355	0.237	0.217734076	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20396	LOC581375	1.86e-5	0.382459332	0.495	0.452	0.40664469600000003	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12	spu:581375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
932	LOC100889221	5.54e-11	0.382065256	0.514	0.324	1.21e-6	uncharacterized protein LOC100889221	spu:100889221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16779	LOC574702	7.96e-12	0.381095318	0.981	0.945	1.74e-7	CCR4-NOT transcription complex subunit 4 isoform X1	spu:574702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	ags	3.15e-7	0.38021452	0.533	0.438	0.00687596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21708	LOC584138	2.3e-11	0.380064288	0.383	0.162	5.01e-7	transcription factor Sp5	spu:584138	NA	LOC105323051	transcription factor Sp5	11	0.383722709372628	0.777216445302425	0.732718894009217	0.523697031030568	0.474815834160413	2.65243785078139e-110	1.05512916728943e-104	lcl|NW_011934985.1_cds_XP_011420310.1_4287	sp|Q6BEB4|SP5_HUMAN	3.3e-61	XP_789110.2	2.26e-57	1752403548	ECB-GENE-23176687	FBgn0039169	3.11e-17	Y40B1A.4.1	5.48e-40	sptf-3	XP_011420310.1	PREDICTED: transcription factor Sp5 [Crassostrea gigas]	0
20070	LOC580739	8.4e-16	0.378119123	0.991	0.976	1.83e-11	RNA-binding protein cabeza isoform X1	spu:580739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23817	LOC589254	7.9e-11	0.377035609	0.766	0.713	1.72e-6	nipped-B-like protein A	spu:589254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7705	LOC105446195	1.48e-7	0.375810166	0.561	0.458	0.003220323	pre-mRNA-splicing factor CWC22 homolog	spu:105446195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22753	LOC586642	1.12e-5	0.375479416	0.523	0.474	0.24494318	next to BRCA1 gene 1 protein	spu:586642	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17401	LOC575845	1.44e-8	0.374738686	0.43	0.264	3.13401e-4	cyclic nucleotide-binding domain-containing protein 1	spu:575845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3350	LOC100893240	4.48553e-4	0.374389868	0.421	0.369	1	structural maintenance of chromosomes protein 6 isoform X1	spu:100893240	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24889	LOC591744	4.16e-6	0.374151736	0.607	0.602	0.090890422	PR domain zinc finger protein 10 isoform X1	spu:591744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18577	LOC577954	6.31e-7	0.374090035	0.458	0.342	0.013772235	ribosome biogenesis protein NSA2 homolog	spu:577954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23621	LOC588782	3.2e-10	0.373991083	0.935	0.947	6.98e-6	serine--tRNA ligase, cytoplasmic	spu:588782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24608	LOC591088	9.61e-7	0.373641404	0.439	0.311	0.020975373	heat shock factor protein 1 isoform X1	spu:591088	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24669	LOC591266	5.41e-6	0.371551121	0.748	0.79	0.118159402	cystathionine beta-synthase	spu:591266	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20821	LOC582177	3e-10	0.370408062	0.617	0.475	6.54e-6	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial	spu:582177	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25903	LOC594069	5.33e-17	0.365314136	0.243	0.056	1.16e-12	DNA helicase B	spu:594069	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19432	LOC579559	1.8e-5	0.364755377	0.486	0.42	0.393521663	60S ribosomal protein L12	spu:579559	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20818	LOC582170	6.74e-12	0.363614254	0.972	0.972	1.47e-7	lissencephaly-1 homolog isoform X1	spu:582170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21341	LOC583301	1.83e-9	0.363244634	0.897	0.936	4e-5	leucine-rich repeat and WD repeat-containing protein 1	spu:583301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
